specimen,landmark,x,y
UCSB-IZC00046379_L.jpg,2,1123.64206,475.099647
UCSB-IZC00046379_L.jpg,3,970.588602,526.117468
UCSB-IZC00046379_L.jpg,4,903.872991,573.210841
UCSB-IZC00046379_L.jpg,5,707.650603,561.437498
UCSB-IZC00046379_L.jpg,6,684.103917,600.681975
UCSB-IZC00046379_L.jpg,7,864.628513,376.988454
UCSB-IZC00046379_L.jpg,8,868.552961,278.87726
UCSB-IZC00046379_L.jpg,9,899.948543,251.406126
UCSB-IZC00055923_L.jpg,1,2818.21147,1427.55582
UCSB-IZC00055923_L.jpg,2,2668.2705,1569.16673
UCSB-IZC00055923_L.jpg,3,2268.42792,1635.80717
UCSB-IZC00055923_L.jpg,4,2218.4476,1652.46727
UCSB-IZC00055923_L.jpg,5,1951.88587,1602.48695
UCSB-IZC00055923_L.jpg,6,1893.5755,1627.47711
UCSB-IZC00055923_L.jpg,7,2135.14706,1219.30447
UCSB-IZC00055923_L.jpg,8,2226.77765,1052.7034
UCSB-IZC00055923_L.jpg,9,2351.72846,961.072805
UCSB-IZC00055938_L.jpg,1,2812.19439,2484.0729
UCSB-IZC00055938_L.jpg,2,2613.43738,2577.60561
UCSB-IZC00055938_L.jpg,3,2110.69907,2484.0729
UCSB-IZC00055938_L.jpg,4,2040.54953,2507.45607
UCSB-IZC00055938_L.jpg,5,1724.87664,2332.08224
UCSB-IZC00055938_L.jpg,6,1666.41869,2343.77383
UCSB-IZC00055938_L.jpg,7,2099.00748,1969.64299
UCSB-IZC00055938_L.jpg,8,2286.0729,1841.03551
UCSB-IZC00055938_L.jpg,9,2449.75514,1782.57757
UCSB-IZC00056174_L.jpg,1,2307.57477,2739.79907
UCSB-IZC00056174_L.jpg,2,2082.15421,2767.97664
UCSB-IZC00056174_L.jpg,3,1659.49065,2613
UCSB-IZC00056174_L.jpg,4,1589.04673,2613
UCSB-IZC00056174_L.jpg,5,1377.71495,2458.02336
UCSB-IZC00056174_L.jpg,6,1321.35981,2443.93458
UCSB-IZC00056174_L.jpg,7,1729.93458,2148.07009
UCSB-IZC00056174_L.jpg,8,1899,2049.4486
UCSB-IZC00056174_L.jpg,9,2096.24299,2021.27103
UCSB-IZC00056229_L.jpg,1,3158.93195,1650.84247
UCSB-IZC00056229_L.jpg,2,2979.09902,1821.68376
UCSB-IZC00056229_L.jpg,3,2529.51669,1848.6587
UCSB-IZC00056229_L.jpg,4,2448.59187,1884.62528
UCSB-IZC00056229_L.jpg,5,2106.9093,1803.70046
UCSB-IZC00056229_L.jpg,6,2052.95942,1830.6754
UCSB-IZC00056229_L.jpg,7,2385.65034,1408.06802
UCSB-IZC00056229_L.jpg,8,2502.54175,1228.23508
UCSB-IZC00056229_L.jpg,9,2664.39139,1129.32697
UCSB-IZC00056246_L.jpg,1,2563.17416,1179.03531
UCSB-IZC00056246_L.jpg,2,2452.86861,1328.7357
UCSB-IZC00056246_L.jpg,3,2114.07299,1407.52538
UCSB-IZC00056246_L.jpg,4,2019.52538,1446.92022
UCSB-IZC00056246_L.jpg,5,1783.15634,1407.52538
UCSB-IZC00056246_L.jpg,6,1728.00356,1431.16228
UCSB-IZC00056246_L.jpg,7,1956.49363,1052.97182
UCSB-IZC00056246_L.jpg,8,2019.52538,903.271431
UCSB-IZC00056246_L.jpg,9,2114.07299,800.844849
UCSB-IZC00059163_L.jpg,1,1900.73473,438.777984
UCSB-IZC00059163_L.jpg,2,1839.08632,549.745127
UCSB-IZC00059163_L.jpg,3,1586.32783,734.690366
UCSB-IZC00059163_L.jpg,4,1567.8333,771.679413
UCSB-IZC00059163_L.jpg,5,1407.54743,814.833302
UCSB-IZC00059163_L.jpg,6,1370.55838,864.152033
UCSB-IZC00059163_L.jpg,7,1463.031,525.085762
UCSB-IZC00059163_L.jpg,8,1481.52552,407.953778
UCSB-IZC00059163_L.jpg,9,1518.51457,321.646
UCSB-IZC00059165_L.jpg,1,1857.25695,521.103063
UCSB-IZC00059165_L.jpg,2,1768.00208,629.48398
UCSB-IZC00059165_L.jpg,3,1500.23746,769.741637
UCSB-IZC00059165_L.jpg,4,1474.73607,814.369074
UCSB-IZC00059165_L.jpg,5,1334.47841,827.11977
UCSB-IZC00059165_L.jpg,6,1289.85097,871.747206
UCSB-IZC00059165_L.jpg,7,1417.35794,565.730499
UCSB-IZC00059165_L.jpg,8,1442.85933,444.598886
UCSB-IZC00059165_L.jpg,9,1487.48676,361.719361
UCSB-IZC00059193_L.jpg,1,1945.39981,560.366586
UCSB-IZC00059193_L.jpg,2,1869.43694,693.301615
UCSB-IZC00059193_L.jpg,3,1590.9064,813.576165
UCSB-IZC00059193_L.jpg,4,1552.92497,864.218081
UCSB-IZC00059193_L.jpg,5,1375.67826,889.539038
UCSB-IZC00059193_L.jpg,6,1356.68754,927.520475
UCSB-IZC00059193_L.jpg,7,1483.29233,592.017784
UCSB-IZC00059193_L.jpg,8,1533.93425,478.073473
UCSB-IZC00059193_L.jpg,9,1590.9064,389.450121
UCSB-IZC00059196_L.jpg,1,1859.64893,386.44845
UCSB-IZC00059196_L.jpg,2,1788.19692,511.489475
UCSB-IZC00059196_L.jpg,3,1532.16053,678.210841
UCSB-IZC00059196_L.jpg,4,1502.38886,725.845517
UCSB-IZC00059196_L.jpg,5,1365.43917,779.434528
UCSB-IZC00059196_L.jpg,6,1341.62183,815.160535
UCSB-IZC00059196_L.jpg,7,1389.25651,493.626471
UCSB-IZC00059196_L.jpg,8,1401.16518,374.539781
UCSB-IZC00059196_L.jpg,9,1454.75419,267.36176
UCSB-IZC00064648_L.jpg,1,575.274698,107.198404
UCSB-IZC00064648_L.jpg,2,573.229775,162.411324
UCSB-IZC00064648_L.jpg,3,505.747318,227.848858
UCSB-IZC00064648_L.jpg,4,493.47778,258.522703
UCSB-IZC00064648_L.jpg,5,393.276555,276.927009
UCSB-IZC00064648_L.jpg,6,346.243327,313.735623
UCSB-IZC00064648_L.jpg,7,417.81563,141.962094
UCSB-IZC00064648_L.jpg,8,397.366401,92.8839428
UCSB-IZC00064648_L.jpg,9,409.635938,68.3448673
UCSB-IZC00064947_L.jpg,1,1016.95244,220.016113
UCSB-IZC00064947_L.jpg,2,998.3677,275.770336
UCSB-IZC00064947_L.jpg,3,772.253351,381.083869
UCSB-IZC00064947_L.jpg,4,722.694041,439.935549
UCSB-IZC00064947_L.jpg,5,604.990681,470.910117
UCSB-IZC00064947_L.jpg,6,592.600854,492.592315
UCSB-IZC00064947_L.jpg,7,787.740635,285.062707
UCSB-IZC00064947_L.jpg,8,750.571153,213.821199
UCSB-IZC00064947_L.jpg,9,775.350807,176.651717
LACM ENT 463041_R.jpg,1,797.182476,279.490069
LACM ENT 463041_R.jpg,2,759.967886,219.946724
LACM ENT 463041_R.jpg,3,653.286059,143.03657
LACM ENT 463041_R.jpg,4,633.438277,98.3790607
LACM ENT 463041_R.jpg,5,494.503805,73.5693336
LACM ENT 463041_R.jpg,6,492.022833,41.3166883
LACM ENT 463041_R.jpg,7,578.856878,229.870614
LACM ENT 463041_R.jpg,8,551.566178,299.33785
LACM ENT 463041_R.jpg,9,566.452014,326.62855
LACM ENT 463054_R.jpg,1,837.113941,218.034119
LACM ENT 463054_R.jpg,2,795.162948,159.302729
LACM ENT 463054_R.jpg,3,674.903434,97.7746055
LACM ENT 463054_R.jpg,4,646.936105,58.6203453
LACM ENT 463054_R.jpg,5,504.302729,47.4334138
LACM ENT 463054_R.jpg,6,493.115797,19.466085
LACM ENT 463054_R.jpg,7,613.375311,192.863523
LACM ENT 463054_R.jpg,8,599.391647,268.375311
LACM ENT 463054_R.jpg,9,618.968777,287.952441
LACM ENT 463057_R.jpg,1,751.723364,214.078505
LACM ENT 463057_R.jpg,2,698.452336,194.900935
LACM ENT 463057_R.jpg,3,570.601869,184.246729
LACM ENT 463057_R.jpg,4,530.115888,162.938318
LACM ENT 463057_R.jpg,5,406.527103,203.424299
LACM ENT 463057_R.jpg,6,383.08785,182.115888
LACM ENT 463057_R.jpg,7,551.424299,292.919626
LACM ENT 463057_R.jpg,8,572.73271,367.499065
LACM ENT 463057_R.jpg,9,594.041121,378.153271
LACM ENT 463058_R.jpg,1,706.213084,228.680374
LACM ENT 463058_R.jpg,2,648.736449,207.988785
LACM ENT 463058_R.jpg,3,517.68972,210.28785
LACM ENT 463058_R.jpg,4,474.007477,196.493458
LACM ENT 463058_R.jpg,5,363.652336,247.072897
LACM ENT 463058_R.jpg,6,336.063551,235.57757
LACM ENT 463058_R.jpg,7,515.390654,322.942056
LACM ENT 463058_R.jpg,8,531.484112,391.914019
LACM ENT 463058_R.jpg,9,556.773832,405.708411
LACM ENT 463062_R.jpg,1,760.783178,293.848598
LACM ENT 463062_R.jpg,2,694.923364,262.138318
LACM ENT 463062_R.jpg,3,563.203738,254.820561
LACM ENT 463062_R.jpg,4,514.418692,237.745794
LACM ENT 463062_R.jpg,5,397.334579,276.773832
LACM ENT 463062_R.jpg,6,368.063551,262.138318
LACM ENT 463062_R.jpg,7,546.128972,367.026168
LACM ENT 463062_R.jpg,8,563.203738,442.642991
LACM ENT 463062_R.jpg,9,587.596262,459.717757
LACM ENT 601598_R.jpg,1,866.320364,239.734138
LACM ENT 601598_R.jpg,2,844.547949,174.416893
LACM ENT 601598_R.jpg,3,694.862595,106.378095
LACM ENT 601598_R.jpg,4,673.09018,70.9979209
LACM ENT 601598_R.jpg,5,580.557416,62.8332653
LACM ENT 601598_R.jpg,6,528.84793,24.7315389
LACM ENT 601598_R.jpg,7,673.09018,209.797067
LACM ENT 601598_R.jpg,8,640.431557,288.722072
LACM ENT 601598_R.jpg,9,651.317765,324.102246
LACM ENT 601627_R.jpg,1,817.28398,333.823427
LACM ENT 601627_R.jpg,2,805.495601,257.19896
LACM ENT 601627_R.jpg,3,681.717616,168.786115
LACM ENT 601627_R.jpg,4,664.035047,133.420976
LACM ENT 601627_R.jpg,5,581.516391,109.844218
LACM ENT 601627_R.jpg,6,513.73321,53.8494153
LACM ENT 601627_R.jpg,7,634.564099,260.146055
LACM ENT 601627_R.jpg,8,599.19896,336.770522
LACM ENT 601627_R.jpg,9,596.251866,375.082755
LACM ENT 601700_R.jpg,1,879.909634,219.906293
LACM ENT 601700_R.jpg,2,848.514052,172.81292
LACM ENT 601700_R.jpg,3,691.536143,149.266234
LACM ENT 601700_R.jpg,4,657.524262,120.48695
LACM ENT 601700_R.jpg,5,558.104919,133.568443
LACM ENT 601700_R.jpg,6,474.383367,115.254353
LACM ENT 601700_R.jpg,7,686.303546,253.918173
LACM ENT 601700_R.jpg,8,681.070949,345.488621
LACM ENT 601700_R.jpg,9,696.76874,374.267904
LACM ENT 601830_R.jpg,1,794.482198,238.135623
LACM ENT 601830_R.jpg,2,767.116317,175.194097
LACM ENT 601830_R.jpg,3,633.023501,106.779395
LACM ENT 601830_R.jpg,4,608.394208,73.9403379
LACM ENT 601830_R.jpg,5,526.296566,65.7305736
LACM ENT 601830_R.jpg,6,477.03798,24.6817524
LACM ENT 601830_R.jpg,7,608.394208,199.82339
LACM ENT 601830_R.jpg,8,583.764916,279.184444
LACM ENT 601830_R.jpg,9,591.97468,312.023501
LACM ENT 706059_R.jpg,1,1150.04945,294.569593
LACM ENT 706059_R.jpg,2,1097.14208,218.987637
LACM ENT 706059_R.jpg,3,945.97817,162.301169
LACM ENT 706059_R.jpg,4,900.628996,105.614702
LACM ENT 706059_R.jpg,5,704.115909,109.3938
LACM ENT 706059_R.jpg,6,696.557713,71.6028216
LACM ENT 706059_R.jpg,7,832.605235,298.348691
LACM ENT 706059_R.jpg,8,828.826137,392.826137
LACM ENT 706059_R.jpg,9,859.05892,423.05892
LACM ENT 706072_R.jpg,1,1246.29129,312.495489
LACM ENT 706072_R.jpg,2,1182.9889,228.092296
LACM ENT 706072_R.jpg,3,1039.50347,160.569742
LACM ENT 706072_R.jpg,4,971.980917,97.2673473
LACM ENT 706072_R.jpg,5,777.853573,88.827028
LACM ENT 706072_R.jpg,6,760.972935,46.6254316
LACM ENT 706072_R.jpg,7,891.797884,295.614851
LACM ENT 706072_R.jpg,8,891.797884,405.339001
LACM ENT 706072_R.jpg,9,929.779321,434.880119
LACM ENT 706073_R.jpg,1,1142.32679,340.672434
LACM ENT 706073_R.jpg,2,1096.37616,260.258845
LACM ENT 706073_R.jpg,3,970.011955,179.845257
LACM ENT 706073_R.jpg,4,920.232114,114.748543
LACM ENT 706073_R.jpg,5,717.283534,87.9440134
LACM ENT 706073_R.jpg,6,705.795879,38.164173
LACM ENT 706073_R.jpg,7,832.160089,290.892593
LACM ENT 706073_R.jpg,8,809.184778,378.964619
LACM ENT 706073_R.jpg,9,839.818526,417.256803
LACM ENT 706079_R.jpg,1,1172.09579,337.294598
LACM ENT 706079_R.jpg,2,1111.95099,253.091888
LACM ENT 706079_R.jpg,3,971.613143,164.879525
LACM ENT 706079_R.jpg,4,931.516614,108.744385
LACM ENT 706079_R.jpg,5,743.062929,80.6768146
LACM ENT 706079_R.jpg,6,735.043624,36.570633
LACM ENT 706079_R.jpg,7,851.323557,281.159458
LACM ENT 706079_R.jpg,8,827.26564,389.420085
LACM ENT 706079_R.jpg,9,855.33321,425.506961
SBMNH ENT0111791_R.jpg,1,778.857009,398.618692
SBMNH ENT0111791_R.jpg,2,725.319626,353.534579
SBMNH ENT0111791_R.jpg,3,626.698131,333.81028
SBMNH ENT0111791_R.jpg,4,567.525234,308.450467
SBMNH ENT0111791_R.jpg,5,423.819626,361.98785
SBMNH ENT0111791_R.jpg,6,378.735514,353.534579
SBMNH ENT0111791_R.jpg,7,550.618692,463.427103
SBMNH ENT0111791_R.jpg,8,575.978505,536.688785
SBMNH ENT0111791_R.jpg,9,606.973832,559.230841
SBMNH ENT0111899_R.jpg,1,903.359347,227.502655
SBMNH ENT0111899_R.jpg,2,860.656544,310.061407
SBMNH ENT0111899_R.jpg,3,766.710377,369.845331
SBMNH ENT0111899_R.jpg,4,735.394988,412.548134
SBMNH ENT0111899_R.jpg,5,561.736922,435.322963
SBMNH ENT0111899_R.jpg,6,524.727826,466.638352
SBMNH ENT0111899_R.jpg,7,649.989382,278.746018
SBMNH ENT0111899_R.jpg,8,644.295675,193.340412
SBMNH ENT0111899_R.jpg,9,658.529942,142.097048
SBMNHENT0116662_R.jpg,1,1570.44047,578.756414
SBMNHENT0116662_R.jpg,2,1532.44399,470.195062
SBMNHENT0116662_R.jpg,3,1228.47221,274.78463
SBMNHENT0116662_R.jpg,4,1174.19154,204.219751
SBMNHENT0116662_R.jpg,5,1000.49337,139.08294
SBMNHENT0116662_R.jpg,6,1000.49337,106.514535
SBMNHENT0116662_R.jpg,7,1190.47574,437.626657
SBMNHENT0116662_R.jpg,8,1136.19506,540.759941
SBMNHENT0116662_R.jpg,9,1157.90733,611.324819
SBMNHENT0116667_R.jpg,1,1357.90013,654.757379
SBMNHENT0116667_R.jpg,2,1320.61036,538.226842
SBMNHENT0116667_R.jpg,3,1068.9044,333.133098
SBMNHENT0116667_R.jpg,4,1045.59829,267.875998
SBMNHENT0116667_R.jpg,5,891.777984,193.296454
SBMNHENT0116667_R.jpg,6,896.439205,169.990347
SBMNHENT0116667_R.jpg,7,1026.95341,477.630963
SBMNHENT0116667_R.jpg,8,971.018749,556.871728
SBMNHENT0116667_R.jpg,9,975.67997,645.434936
UCSB-IZC00009028_R.jpg,1,1128.31409,446.966029
UCSB-IZC00009028_R.jpg,2,1092.97902,348.027845
UCSB-IZC00009028_R.jpg,3,845.633562,199.620568
UCSB-IZC00009028_R.jpg,4,806.76499,146.617969
UCSB-IZC00009028_R.jpg,5,672.491739,100.682384
UCSB-IZC00009028_R.jpg,6,668.958233,79.481344
UCSB-IZC00009028_R.jpg,7,842.100056,333.893818
UCSB-IZC00009028_R.jpg,8,806.76499,408.097457
UCSB-IZC00009028_R.jpg,9,817.36551,475.234082
UCSB-IZC00012202_R.jpg,1,720.504845,199.788305
UCSB-IZC00012202_R.jpg,2,682.50336,139.433005
UCSB-IZC00012202_R.jpg,3,610.971153,83.5484685
UCSB-IZC00012202_R.jpg,4,575.205049,43.311602
UCSB-IZC00012202_R.jpg,5,443.317542,34.3700761
UCSB-IZC00012202_R.jpg,6,416.492965,9.7808799
UCSB-IZC00012202_R.jpg,7,519.320512,166.257583
UCSB-IZC00012202_R.jpg,8,514.849749,233.319027
UCSB-IZC00012202_R.jpg,9,528.262038,275.791275
UCSB-IZC00012269_R.jpg,1,696.094747,235.070058
UCSB-IZC00012269_R.jpg,2,668.187563,167.627696
UCSB-IZC00012269_R.jpg,3,600.745201,116.464526
UCSB-IZC00012269_R.jpg,4,568.18682,69.9525524
UCSB-IZC00012269_R.jpg,5,435.627696,53.6733618
UCSB-IZC00012269_R.jpg,6,414.697308,16.4637832
UCSB-IZC00012269_R.jpg,7,505.395656,176.930091
UCSB-IZC00012269_R.jpg,8,496.093262,251.349248
UCSB-IZC00012269_R.jpg,9,505.395656,288.558827
UCSB-IZC00014711_R.jpg,1,1928.79785,440.585669
UCSB-IZC00014711_R.jpg,2,1831.81437,317.739929
UCSB-IZC00014711_R.jpg,3,1560.26063,188.428624
UCSB-IZC00014711_R.jpg,4,1521.46724,149.635233
UCSB-IZC00014711_R.jpg,5,1359.8281,117.307407
UCSB-IZC00014711_R.jpg,6,1321.03471,78.5140152
UCSB-IZC00014711_R.jpg,7,1456.81158,401.792278
UCSB-IZC00014711_R.jpg,8,1489.13941,518.172452
UCSB-IZC00014711_R.jpg,9,1534.39837,621.621496
UCSB-IZC00023252_R.jpg,1,410.089994,193.541266
UCSB-IZC00023252_R.jpg,2,382.222907,162.88747
UCSB-IZC00023252_R.jpg,3,297.22829,146.167217
UCSB-IZC00023252_R.jpg,4,281.901392,137.807091
UCSB-IZC00023252_R.jpg,5,209.446965,178.214368
UCSB-IZC00023252_R.jpg,6,166.252979,174.034305
UCSB-IZC00023252_R.jpg,7,287.47481,226.981771
UCSB-IZC00023252_R.jpg,8,297.22829,270.175756
UCSB-IZC00023252_R.jpg,9,311.161834,282.715946
UCSB-IZC00025001_R.jpg,1,370.191589,330.406542
UCSB-IZC00025001_R.jpg,2,376.079439,278.88785
UCSB-IZC00025001_R.jpg,3,345.168224,199.401869
UCSB-IZC00025001_R.jpg,4,345.168224,177.32243
UCSB-IZC00025001_R.jpg,5,275.985981,137.579439
UCSB-IZC00025001_R.jpg,6,262.738318,87.5327103
UCSB-IZC00025001_R.jpg,7,275.985981,242.088785
UCSB-IZC00025001_R.jpg,8,245.074766,271.528037
UCSB-IZC00025001_R.jpg,9,234.771028,298.023364
UCSB-IZC00030694_R.jpg,1,947.511268,349.792872
UCSB-IZC00030694_R.jpg,2,964.35181,262.222053
UCSB-IZC00030694_R.jpg,3,819.523148,154.442584
UCSB-IZC00030694_R.jpg,4,809.418823,114.025283
UCSB-IZC00030694_R.jpg,5,647.749619,87.0804158
UCSB-IZC00030694_R.jpg,6,577.019343,29.8225729
UCSB-IZC00030694_R.jpg,7,688.16692,295.903137
UCSB-IZC00030694_R.jpg,8,674.694487,370.001522
UCSB-IZC00030694_R.jpg,9,691.535029,410.418823
UCSB-IZC00030767_R.jpg,1,934.39703,285.678634
UCSB-IZC00030767_R.jpg,2,934.39703,193.416521
UCSB-IZC00030767_R.jpg,3,774.712604,108.251494
UCSB-IZC00030767_R.jpg,4,760.518433,69.2175237
UCSB-IZC00030767_R.jpg,5,611.479636,65.6689809
UCSB-IZC00030767_R.jpg,6,536.960238,30.183553
UCSB-IZC00030767_R.jpg,7,675.353406,260.838834
UCSB-IZC00030767_R.jpg,8,671.804864,342.455318
UCSB-IZC00030767_R.jpg,9,685.999035,370.843661
UCSB-IZC00031295_R.jpg,1,813.961092,318.291702
UCSB-IZC00031295_R.jpg,2,800.849527,236.344422
UCSB-IZC00031295_R.jpg,3,722.180137,164.230815
UCSB-IZC00031295_R.jpg,4,692.679116,111.784555
UCSB-IZC00031295_R.jpg,5,528.784555,75.727752
UCSB-IZC00031295_R.jpg,6,512.395099,39.6709486
UCSB-IZC00031295_R.jpg,7,600.898162,242.900204
UCSB-IZC00031295_R.jpg,8,581.230815,321.569593
UCSB-IZC00031295_R.jpg,9,581.230815,370.737962
UCSB-IZC00035381_R.jpg,1,1740.66337,689.138593
UCSB-IZC00035381_R.jpg,2,1646.35634,565.360609
UCSB-IZC00035381_R.jpg,3,1398.80037,488.736143
UCSB-IZC00035381_R.jpg,4,1345.75266,435.688435
UCSB-IZC00035381_R.jpg,5,1121.77345,471.053573
UCSB-IZC00035381_R.jpg,6,1033.36061,423.900056
UCSB-IZC00035381_R.jpg,7,1369.32942,718.609541
UCSB-IZC00035381_R.jpg,8,1339.85847,883.646854
UCSB-IZC00035381_R.jpg,9,1375.22361,972.059699
UCSB-IZC00035941_R.jpg,1,586.963282,224.641582
UCSB-IZC00035941_R.jpg,2,568.829627,164.196065
UCSB-IZC00035941_R.jpg,3,478.161351,133.973306
UCSB-IZC00035941_R.jpg,4,462.042547,113.8248
UCSB-IZC00035941_R.jpg,5,361.300019,127.928754
UCSB-IZC00035941_R.jpg,6,314.958456,105.765398
UCSB-IZC00035941_R.jpg,7,425.775237,244.790087
UCSB-IZC00035941_R.jpg,8,425.775237,293.146501
UCSB-IZC00035941_R.jpg,9,441.894041,311.280156
UCSB-IZC00035942_R.jpg,1,1655.38266,690.001559
UCSB-IZC00035942_R.jpg,2,1637.27908,551.207425
UCSB-IZC00035942_R.jpg,3,1444.1742,364.137071
UCSB-IZC00035942_R.jpg,4,1407.96703,291.72274
UCSB-IZC00035942_R.jpg,5,1208.82762,219.308409
UCSB-IZC00035942_R.jpg,6,1166.58593,140.859551
UCSB-IZC00035942_R.jpg,7,1317.44912,545.172898
UCSB-IZC00035942_R.jpg,8,1220.89668,665.863449
UCSB-IZC00035942_R.jpg,9,1208.82762,768.450418
UCSB-IZC00035979_R.jpg,1,1736.54903,561.489809
UCSB-IZC00035979_R.jpg,2,1680.7948,412.81188
UCSB-IZC00035979_R.jpg,3,1470.16774,257.939038
UCSB-IZC00035979_R.jpg,4,1439.19317,202.184815
UCSB-IZC00035979_R.jpg,5,1222.37119,158.82042
UCSB-IZC00035979_R.jpg,6,1160.42205,84.4814554
UCSB-IZC00035979_R.jpg,7,1364.8542,462.37119
UCSB-IZC00035979_R.jpg,8,1290.51524,592.464377
UCSB-IZC00035979_R.jpg,9,1290.51524,691.582996
UCSB-IZC00036103_R.jpg,1,414.895712,51.8411361
UCSB-IZC00036103_R.jpg,2,414.895712,98.7540746
UCSB-IZC00036103_R.jpg,3,372.674067,162.868424
UCSB-IZC00036103_R.jpg,4,360.16395,187.888658
UCSB-IZC00036103_R.jpg,5,278.84819,219.16395
UCSB-IZC00036103_R.jpg,6,261.646779,267.640653
UCSB-IZC00036103_R.jpg,7,299.17713,117.51925
UCSB-IZC00036103_R.jpg,8,277.284425,81.5526638
UCSB-IZC00036103_R.jpg,9,272.593132,56.5324299
UCSB-IZC00036128_R.jpg,1,1584.75797,589.359421
UCSB-IZC00036128_R.jpg,2,1545.04236,453.191609
UCSB-IZC00036128_R.jpg,3,1346.4643,300.002822
UCSB-IZC00036128_R.jpg,4,1318.09601,231.918916
UCSB-IZC00036128_R.jpg,5,1130.86527,192.203304
UCSB-IZC00036128_R.jpg,6,1085.476,112.772081
UCSB-IZC00036128_R.jpg,7,1255.68576,487.233562
UCSB-IZC00036128_R.jpg,8,1176.25454,606.380397
UCSB-IZC00036128_R.jpg,9,1176.25454,702.832597
UCSB-IZC00036306_R.jpg,1,880.968628,451.435122
UCSB-IZC00036306_R.jpg,2,916.303694,370.16447
UCSB-IZC00036306_R.jpg,3,796.16447,242.958233
UCSB-IZC00036306_R.jpg,4,792.630963,200.556154
UCSB-IZC00036306_R.jpg,5,640.69018,147.553555
UCSB-IZC00036306_R.jpg,6,587.687581,83.9504362
UCSB-IZC00036306_R.jpg,7,640.69018,356.030444
UCSB-IZC00036306_R.jpg,8,612.422127,416.100056
UCSB-IZC00036306_R.jpg,9,623.022647,458.502135
UCSB-IZC00036678_R.jpg,1,442.477149,147.427585
UCSB-IZC00036678_R.jpg,2,422.388788,108.924893
UCSB-IZC00036678_R.jpg,3,355.427585,60.3780212
UCSB-IZC00036678_R.jpg,4,338.687284,41.9636904
UCSB-IZC00036678_R.jpg,5,261.681901,41.9636904
UCSB-IZC00036678_R.jpg,6,219.831149,6.80905885
UCSB-IZC00036678_R.jpg,7,321.946983,129.013254
UCSB-IZC00036678_R.jpg,8,308.554743,167.515946
UCSB-IZC00036678_R.jpg,9,311.902803,194.300427
UCSB-IZC00037026_R.jpg,1,1657.20156,734.936848
UCSB-IZC00037026_R.jpg,2,1633.38422,597.987154
UCSB-IZC00037026_R.jpg,3,1442.84552,419.357119
UCSB-IZC00037026_R.jpg,4,1413.07384,341.95077
UCSB-IZC00037026_R.jpg,5,1228.48947,264.544422
UCSB-IZC00037026_R.jpg,6,1180.8548,181.183739
UCSB-IZC00037026_R.jpg,7,1317.80449,592.03282
UCSB-IZC00037026_R.jpg,8,1216.58081,705.165175
UCSB-IZC00037026_R.jpg,9,1210.62647,800.434528
UCSB-IZC00037256_R.jpg,1,829.170819,537.968665
UCSB-IZC00037256_R.jpg,2,875.181585,458.21667
UCSB-IZC00037256_R.jpg,3,761.688361,310.982216
UCSB-IZC00037256_R.jpg,4,764.755745,268.038834
UCSB-IZC00037256_R.jpg,5,620.588676,194.421608
UCSB-IZC00037256_R.jpg,6,580.712679,117.736996
UCSB-IZC00037256_R.jpg,7,599.116985,409.138519
UCSB-IZC00037256_R.jpg,8,568.443141,473.553592
UCSB-IZC00037256_R.jpg,9,571.510525,504.227436
UCSB-IZC00037404_R.jpg,1,387.554206,184.07757
UCSB-IZC00037404_R.jpg,2,358.521495,164.213084
UCSB-IZC00037404_R.jpg,3,292.815888,162.685047
UCSB-IZC00037404_R.jpg,4,272.951402,153.516822
UCSB-IZC00037404_R.jpg,5,205.717757,194.773832
UCSB-IZC00037404_R.jpg,6,161.404673,191.717757
UCSB-IZC00037404_R.jpg,7,292.815888,248.25514
UCSB-IZC00037404_R.jpg,8,305.040187,277.28785
UCSB-IZC00037404_R.jpg,9,320.320561,287.984112
UCSB-IZC00037510_R.jpg,1,436.814953,205.758879
UCSB-IZC00037510_R.jpg,2,404.123364,173.06729
UCSB-IZC00037510_R.jpg,3,332.796262,159.693458
UCSB-IZC00037510_R.jpg,4,317.936449,143.347664
UCSB-IZC00037510_R.jpg,5,243.637383,174.553271
UCSB-IZC00037510_R.jpg,6,196.085981,159.693458
UCSB-IZC00037510_R.jpg,7,323.880374,245.880374
UCSB-IZC00037510_R.jpg,8,328.338318,283.029907
UCSB-IZC00037510_R.jpg,9,347.656075,299.375701
UCSB-IZC00037538_R.jpg,1,397.30685,127.726378
UCSB-IZC00037538_R.jpg,2,373.04845,97.9547058
UCSB-IZC00037538_R.jpg,3,312.40245,78.1069241
UCSB-IZC00037538_R.jpg,4,295.862632,63.7724151
UCSB-IZC00037538_R.jpg,5,228.600705,84.7228513
UCSB-IZC00037538_R.jpg,6,191.110451,71.4909968
UCSB-IZC00037538_R.jpg,7,290.34936,158.600705
UCSB-IZC00037538_R.jpg,8,291.452014,188.372378
UCSB-IZC00037538_R.jpg,9,303.581214,202.706887
UCSB-IZC00038983_R.jpg,1,393.470355,126.914943
UCSB-IZC00038983_R.jpg,2,369.472582,92.6324114
UCSB-IZC00038983_R.jpg,3,312.335029,64.0636347
UCSB-IZC00038983_R.jpg,4,303.19302,48.0651197
UCSB-IZC00038983_R.jpg,5,232.342454,56.0643772
UCSB-IZC00038983_R.jpg,6,195.77442,37.7803601
UCSB-IZC00038983_R.jpg,7,283.766252,136.056952
UCSB-IZC00038983_R.jpg,8,278.052497,168.053982
